Name of Initiative,Organization Name,Notes,Location 1,Street Address,City,State,State Based,Episodes,Facebook,Twitter,Youtube,Website
BPCI Initiative: Model 2,"Quincy Medical Center, A Steward Family Hospital, Inc.","Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","114 Whitwell St.
Quincy, MA
(42.250403277721546, -71.0145927906031)",114 Whitwell St.,Quincy,MA,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,Rhode Island Hospital,"Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","167 Point St.
Providence, RI
(41.81558638006115, -71.40990140666767)",167 Point St.,Providence,RI,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,Lester E Cox Medical Centers dba CoxHealth,Number of Episodes: 2  //  Convening Organization(s): CoxHealth,"1423 N. Jefferson
Springfield, MO
(37.22439690226633, -93.28923216483018)",1423 N. Jefferson,Springfield ,MO,,"Simple pneumonia and respiratory infections, COPD, bronchitis/asthma",,,,
BPCI Initiative: Model 2,Overlook Medical Center,Number of Episodes: 1  //  Convening Organization(s): Association of American Medical Colleges and Atlantic Health System,"99 Beauvoir Ave.
Summit, NJ
(40.712320095010284, -74.35395704563514)",99 Beauvoir Ave.,Summit,NJ,,Major joint replacement of the lower extremity,,,,
BPCI Initiative: Model 2,Harrisburg Hospital,"Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","409 South 2nd St. #1a
Harrisburg, PA
(40.25623761673148, -76.87528559792503)", 409 South 2nd St. #1a,Harrisburg,PA,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,Bryn Mawr Hospital,Number of Episodes: 4  //  Convening Organization(s): Geisinger Clinic and Main Line Health,"130 S. Bryn Mawr Ave.
Bryn Mawr, PA
(40.018726668793306, -75.32024089740156)",130 S. Bryn Mawr Ave. ,Bryn Mawr,PA,,"Major joint replacement of the lower extremity, COPD, bronchitis/asthma, Congestive heart failure, CABG",,,,
BPCI Initiative: Model 2,Methodist Medical Center of Illinois,"Number of Episodes: 1  //  Convening Organization(s): Premier, Inc.","221 N.E. Glen Oak Ave.
Peoria, IL
(40.70003505175043, -89.59480175322813)",221 N.E. Glen Oak Ave.,Peoria,IL,,Major bowel,,,,
BPCI Initiative: Model 2,Milton S. Hershey Medical Center,Number of Episodes: 2  //  Convening Organization(s): Association of American Medical Colleges,"500 University Dr.
Hershey, PA
(40.26569825545468, -76.67422804032067)",500 University Dr.,Hershey,PA,,"Stroke, Congestive heart failure",,,,
BPCI Initiative: Model 2,St. Mary's Hospital,Number of Episodes: 2  //  Convening Organization(s): Geisinger Clinic,"5801 Bremo Rd.
Richmond, VA
(37.58506636497958, -77.5124871381578)",5801 Bremo Rd.,Richmond,VA,,"Major joint upper extremity, Major joint replacement of the lower extremity",,,,
BPCI Initiative: Model 2,"Holy Family Hospital, A Steward Family Hospital, Inc.","Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","70 East St.
Methuen, MA
(42.725802888850126, -71.16921322710067)",70 East St.,Methuen,MA,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,"Silver Cross Hospital and Medical Centers, Inc",Number of Episodes: 3 ,"1900 Silver Cross Blvd.
New Lenox, IL
(41.545242985846684, -87.98611138022791)",1900 Silver Cross Blvd.,New Lenox,IL,,"Simple pneumonia and respiratory infections, Major joint replacement of the lower extremity, Congestive heart failure",,,,
BPCI Initiative: Model 2,Long Island Jewish Hospital,Number of Episodes: 3  //  Convening Organization(s): North Shore LIJ Health Care Inc,"27005 76th Ave.
New Hyde Park, NY
(40.75383249554312, -73.70629959717917)",27005 76th Ave.,"New Hyde
Park",NY,,"COPD, bronchitis/asthma, Cardiac Valve, CABG",,,,
BPCI Initiative: Model 2,St. Francis Hospital ,Number of Episodes: 2  //  Convening Organization(s): Catholic Health Services of Long Island,"100 Port Washington Blvd.
Roslyn, NY
(40.80520176985675, -73.66868994991387)",100 Port Washington Blvd.,Roslyn,NY,,"Major joint replacement of the lower extremity, Congestive heart failure",,,,
BPCI Initiative: Model 2,St. Thomas Hospital,"Number of Episodes: 13  //  Convening Organization(s): NaviHealth, Inc.","4220 Harding Rd.
Nashville, TN
(36.128397104768496, -86.84241939963577)",4220 Harding Rd.,Nashville,TN,,"Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Major joint upper extremity, Major joint replacement of the lower extremity, Hip & femur procedures except major joint, Double joint replacement of the lower extremity, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,Louis A. Weiss Memorial Hospital,Number of Episodes: 37  //  Convening Organization(s): Vanguard Health Chicago,"4646 N. Marine Dr.
Chicago, IL
(41.96638943023499, -87.64887229124184)",4646 N. Marine Dr.,Chicago,IL,,"Urinary tract infection, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Fractures femur and hip/pelvis, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Cervical spinal fusion, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Amputation, AICD generator or lead",,,,
BPCI Initiative: Model 2,Canonsburg General Hospital,"Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","100 Medical Blvd.
Canonsburg, PA
(40.24641702017152, -80.19149960808761)",100 Medical Blvd.,Canonsburg,PA,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,Johnson City Medical Center,Number of Episodes: 3  //  Convening Organization(s): Geisinger Clinic and AnewCare,"400 N State of Franklin Rd.
Johnson City, TN
(36.307395525057814, -82.38634897991602)",400 N State of Franklin Rd.,Johnson City,TN,,"Major joint replacement of the lower extremity, Congestive heart failure, CABG",,,,
BPCI Initiative: Model 2,Allegheny General Hospital,"Number of Episodes: 48  //  Convening Organization(s): Remedy Partners, Inc ","320 E. North Ave.
Pittsburgh, PA
(40.45610294452308, -80.00338841921894)",320 E. North Ave.,Pittsburgh,PA,,"Urinary tract infection, Transient ischemia, Syncope & collapse, Stroke, Spinal fusion (non-cervical), Simple pneumonia and respiratory infections, Sepsis, Revision of the hip or knee, Renal failure, Removal of orthopedic devices, Red blood cell disorders, Percutaneous coronary intervention, Pacemaker device replacement or revision, Pacemaker, Other vascular surgery, Other respiratory, Other knee procedures, Nutritional and metabolic disorders, Medical peripheral vascular disorders, Medical non-infectious orthopedic, Major joint upper extremity, Major joint replacement of the lower extremity, Major cardiovascular procedure, Major bowel, Lower extremity and humerus procedure except hip, foot, femur, Hip & femur procedures except major joint, Gastrointestinal obstruction, Gastrointestinal hemorrhage, Fractures femur and hip/pelvis, Esophagitis, gastroenteritis and other digestive disorders, Double joint replacement of the lower extremity, Diabetes, COPD, bronchitis/asthma, Congestive heart failure, Complex non-cervical spinal fusion, Combined anterior posterior spinal fusion, Chest pain, Cervical spinal fusion, Cellulitis, Cardiac Valve, Cardiac defibrillator, Cardiac arrhythmia, CABG, Back & neck except spinal fusion, Atherosclerosis, Amputation, AICD generator or lead, Acute myocardial infarction",,,,
BPCI Initiative: Model 2,Our Lady of the Lake Regional Medical Center,Number of Episodes: 3  //  Convening Organization(s): Association of American Medical Colleges,"5000 Hennessy Blvd.
Baton Rouge, LA
(30.403013653552478, -91.10815388447327)",5000 Hennessy Blvd.,Baton Rouge,LA,,"Major joint replacement of the lower extremity, Double joint replacement of the lower extremity, CABG",,,,
